Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,_1stFlrSF,_2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,_3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceLog,GrLivAreaLog,Hood,ExteriorQual,KitchQual,BasemtQual,GarageFin,FenceQ,PoolQ,GarageC,GarageQ,FireplaceQ,HmFunctional,HeatingQ,BsmtFinType1q,BsmtFinType2q,BsmtExposur,BsmtCondQ,ExterCondQ,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,GarageArea,GarageCars,GarageYrBlt,MasVnrArea,TotalBsmtSF,LotFrontage
42,20,RL,16905,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,Gd,BLQ,Unf,GasA,Gd,Y,SBrkr,1328,0,0,1328,1,1,2,1,TA,5,Typ,2,Gd,Attchd,RFn,TA,TA,P,0,104,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,170000,12.043553716,7.19142933,3,3,3,4,3,1,1,4,4,5,8,4,5,2,5,4,5,967,0,0,1,383,308,1,1959,0,1350,115
43,85,RL,9180,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,LwQ,GasA,Gd,Y,SBrkr,884,0,0,884,1,0,2,1,Gd,5,Typ,0,NA,Attchd,RFn,TA,Gd,Y,240,0,0,0,0,0,NA,MnPrv,NA,0,12,2007,WD,Normal,144000,11.877568579,6.7844570626,3,3,4,5,3,4,1,5,4,1,8,4,6,3,4,4,4,747,93,1,0,0,504,2,1983,0,840,96
44,20,RL,9200,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Av,LwQ,BLQ,GasA,TA,Y,SBrkr,938,0,0,938,1,0,3,1,TA,5,Typ,0,NA,Detchd,Unf,TA,TA,Y,145,0,0,0,0,0,NA,MnPrv,NA,0,7,2008,WD,Normal,130250,11.77721096,6.843749949,3,3,3,5,2,4,1,4,4,1,8,3,3,5,4,4,4,280,491,1,0,167,308,1,1977,0,938,96
45,20,RL,7945,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Ex,Y,FuseA,1150,0,0,1150,1,0,3,1,TA,6,Typ,0,NA,Attchd,RFn,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,141000,11.856515169,7.0475172214,2,3,3,4,3,1,1,4,4,1,8,5,6,5,2,4,4,179,506,1,0,465,300,1,1959,0,1150,70
46,120,RL,7658,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1752,0,0,1752,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,TA,TA,Y,196,82,0,0,0,0,NA,NA,NA,0,2,2010,WD,Normal,319900,12.675763726,7.4685132715,4,5,5,6,3,1,1,4,4,5,8,5,7,2,2,4,4,456,0,1,0,1296,576,2,2005,412,1752,61
47,50,RL,12822,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1518,631,0,2149,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,RFn,TA,TA,Y,168,43,0,0,198,0,NA,NA,NA,0,8,2009,WD,Abnorml,239686,12.387085012,7.6727578966,2,4,4,6,3,1,1,4,4,6,8,5,7,2,2,4,4,1351,0,1,0,83,670,2,2003,0,1434,48
48,20,FV,11096,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1656,0,0,1656,2,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,TA,TA,Y,0,146,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,249700,12.428015476,7.4121603349,3,4,4,5,3,1,1,4,4,1,8,5,7,2,4,4,4,24,0,0,0,1632,826,3,2006,0,1656,84
49,190,RM,4456,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,736,716,0,1452,2,0,2,3,TA,8,Typ,0,NA,NA,NA,NA,NA,N,0,0,102,0,0,0,NA,NA,NA,0,6,2009,New,Partial,113000,11.635143098,7.2806971954,2,3,3,4,1,1,1,1,1,1,8,4,2,2,2,4,4,0,0,0,0,736,0,0,1920,0,736,33
50,20,RL,7742,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,955,0,0,955,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,1,2007,WD,Normal,127000,11.751942365,6.8617113405,2,3,3,4,2,4,1,4,4,1,8,5,5,2,2,4,4,763,0,1,0,192,386,1,1966,0,955,66
51,60,RL,13869,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,794,676,0,1470,2,0,3,1,TA,6,Typ,0,NA,Attchd,Fin,TA,TA,Y,0,75,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,177000,12.083905012,7.2930176798,3,3,3,5,4,1,1,4,4,1,8,4,7,2,4,4,4,182,0,0,1,612,388,2,1997,0,794,118
52,50,RM,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,816,0,360,1176,1,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,TA,TA,Y,112,0,0,0,0,0,NA,MnPrv,Shed,400,9,2006,WD,Normal,114500,11.648330102,7.0698741285,2,3,3,4,2,4,1,4,4,5,8,3,2,2,2,4,4,0,0,0,0,816,528,2,1985,0,816,52
53,90,RM,8472,Grvl,NA,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,GasA,TA,N,SBrkr,816,0,0,816,1,0,2,1,TA,5,Typ,0,NA,CarPort,Unf,TA,TA,Y,106,0,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,110000,11.608235645,6.704414355,1,0,3,5,2,1,1,4,4,1,8,3,3,7,5,4,4,104,712,1,0,0,516,2,1963,0,816,110
54,20,RL,50271,Pave,NA,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,Gd,TA,CBlock,Ex,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,1842,0,0,1842,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,Fin,TA,TA,Y,857,72,0,0,0,0,NA,NA,NA,0,11,2006,WD,Normal,385000,12.860998613,7.5186072168,3,4,4,6,4,1,1,4,4,5,8,4,7,2,5,4,4,1810,0,2,0,32,894,3,1981,0,1842,68
55,80,RL,7134,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,1360,0,0,1360,1,0,3,1,TA,6,Min1,1,TA,Detchd,Unf,TA,TA,Y,0,50,0,0,0,0,NA,MnPrv,NA,0,2,2007,WD,Normal,130000,11.775289729,7.2152399787,2,3,3,4,2,4,1,4,4,4,7,3,6,2,2,4,4,384,0,0,0,0,572,2,1962,0,384,60
56,20,RL,10175,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,1425,0,0,1425,2,0,3,1,TA,7,Typ,1,Gd,Attchd,RFn,TA,TA,Y,0,0,0,407,0,0,NA,NA,NA,0,7,2008,WD,Normal,180500,12.103486057,7.2619270927,2,3,3,4,3,1,1,4,4,5,8,4,5,2,2,4,4,490,0,0,0,935,576,2,1964,272,1425,100
57,160,FV,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,983,756,0,1739,2,1,3,1,Gd,7,Typ,0,NA,Attchd,Fin,TA,TA,Y,115,0,0,0,0,0,NA,NA,NA,0,8,2009,WD,Abnorml,172500,12.058152515,7.4610655144,3,4,4,5,4,1,1,4,4,1,8,5,7,2,2,4,4,649,0,1,0,321,480,2,1999,456,970,24
58,60,RL,11645,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,860,860,0,1720,2,1,3,1,Gd,7,Typ,0,NA,Attchd,RFn,TA,TA,Y,0,70,0,0,0,0,NA,NA,NA,0,8,2006,WD,Normal,196500,12.18841771,7.4500795698,3,4,4,5,3,1,1,4,4,1,8,5,2,2,2,4,4,0,0,0,0,860,565,2,2004,0,860,89
59,60,RL,13682,Pave,NA,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,1426,1519,0,2945,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,TA,TA,Y,192,0,37,0,0,0,NA,NA,NA,0,10,2006,New,Partial,438780,12.991753427,7.9878640961,4,5,4,6,4,1,1,4,4,5,8,5,2,2,5,4,4,0,0,0,0,1410,641,3,2006,1031,1410,66
60,20,RL,7200,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,780,0,0,780,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,TA,TA,Y,196,0,0,0,0,0,NA,MnPrv,NA,0,1,2008,WD,Normal,124900,11.735268696,6.6592939197,3,3,3,4,2,4,1,4,4,1,8,5,6,2,4,4,4,632,0,0,0,148,352,1,1973,0,780,60
61,20,RL,13072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1158,0,0,1158,1,1,3,1,Gd,5,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,50,0,0,0,0,NA,NA,NA,0,5,2006,New,Partial,158000,11.970350312,7.0544496581,3,3,4,5,2,1,1,4,4,1,8,5,6,2,2,4,4,941,0,1,0,217,576,2,2006,0,1158,63
62,75,RM,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,0,No,Unf,Unf,GasA,TA,N,SBrkr,581,530,0,1111,1,0,3,1,Fa,6,Typ,0,NA,Detchd,Unf,TA,TA,N,0,0,144,0,0,0,NA,NA,NA,0,3,2007,WD,Normal,101000,11.522875796,7.0130157896,1,3,0,4,2,1,1,4,4,1,8,3,2,2,2,0,4,0,0,0,0,530,288,1,1935,0,530,60
63,120,RL,6442,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1370,0,0,1370,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,TA,TA,Y,120,49,0,0,0,0,NA,NA,NA,0,10,2007,WD,Normal,202500,12.218495166,7.2225660188,4,4,4,5,3,1,1,4,4,5,8,5,7,2,3,5,4,24,0,0,0,1346,484,2,2006,178,1370,44
64,70,RM,10300,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,902,808,0,1710,2,0,3,1,TA,9,Typ,0,NA,Detchd,Unf,TA,TA,Y,12,11,64,0,0,0,NA,GdPrv,NA,0,4,2010,WD,Normal,140000,11.849397702,7.4442486495,2,3,3,4,2,5,1,4,4,1,8,4,2,2,2,4,4,0,0,0,0,576,480,2,1990,0,576,50
65,60,RL,9375,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1057,977,0,2034,2,1,3,1,Gd,8,Typ,0,NA,Attchd,RFn,TA,TA,Y,576,36,0,0,0,0,NA,GdPrv,NA,0,2,2009,WD,Normal,219500,12.299107511,7.6177595766,3,3,4,5,3,5,1,4,4,1,8,5,7,2,2,4,4,739,0,1,0,318,645,2,1998,573,1057,97
66,60,RL,9591,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,1143,1330,0,2473,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,RFn,TA,TA,Y,192,151,0,0,0,0,NA,NA,NA,0,10,2007,WD,Normal,317000,12.666657053,7.8131872675,4,4,4,6,3,1,1,4,4,5,8,5,2,2,4,4,4,0,0,0,0,1143,852,3,2004,344,1143,76
67,20,RL,19900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,2207,0,0,2207,2,0,3,1,TA,7,Min1,1,Gd,Attchd,RFn,TA,TA,Y,301,0,0,0,0,0,NA,NA,NA,0,7,2010,WD,Normal,180000,12.10071213,7.6993894063,2,3,3,5,3,1,1,4,4,5,7,3,7,2,5,4,4,912,0,1,0,1035,576,2,1970,287,1947,141
68,20,RL,10665,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1479,0,0,1479,2,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,TA,TA,Y,144,29,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,226000,12.328290278,7.2991214627,3,4,4,5,3,1,1,4,4,1,8,5,7,2,4,4,4,1013,0,1,0,440,558,2,2003,167,1453,72
69,30,RM,4608,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,747,0,0,747,1,0,2,1,TA,4,Typ,0,NA,Attchd,Unf,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,80000,11.289781914,6.6160651851,2,3,3,4,2,1,1,4,4,1,8,3,2,2,2,4,5,0,0,0,0,747,220,1,1945,0,747,47
70,50,RL,15593,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,GasW,TA,Y,SBrkr,1304,983,0,2287,2,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,TA,TA,Y,0,21,114,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,225000,12.323855681,7.734996194,3,4,3,4,4,1,1,4,4,4,8,3,5,2,2,4,4,603,0,0,0,701,667,2,1953,0,1304,81
71,20,RL,13651,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,2223,0,0,2223,2,0,3,1,TA,8,Typ,2,Gd,Attchd,Fin,TA,TA,Y,300,0,0,0,0,0,NA,NA,NA,0,2,2007,WD,Normal,244000,12.404923504,7.706612914,2,3,3,5,4,1,1,4,4,5,8,5,6,2,5,4,5,1880,0,1,0,343,516,2,1973,1115,2223,95
72,20,RL,7599,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,845,0,0,845,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,129500,11.77143616,6.7393366274,2,3,3,4,2,1,1,4,4,1,8,3,6,2,2,4,4,565,0,1,0,280,360,2,1987,0,845,69
73,60,RL,10141,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,885,833,0,1718,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,TA,TA,Y,0,94,0,0,291,0,NA,NA,NA,0,12,2009,WD,Normal,185000,12.128111104,7.4489161025,3,3,3,5,4,1,1,4,4,4,8,4,2,2,2,4,4,0,0,0,0,832,427,2,1998,40,832,74
74,20,RL,10200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Gd,Y,SBrkr,1086,0,0,1086,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,TA,TA,Y,0,0,0,0,0,0,NA,GdWo,NA,0,5,2010,WD,Normal,144900,11.883799128,6.9902565005,2,3,3,4,2,3,1,4,4,1,8,4,6,5,2,4,4,320,362,1,0,404,490,2,1989,104,1086,85
75,50,RM,5790,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,840,765,0,1605,2,0,3,2,TA,8,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,0,202,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,107400,11.584315461,7.3808790356,2,4,3,0,2,1,1,4,4,1,8,4,2,2,2,4,5,0,0,0,0,840,379,1,1915,0,840,60
76,180,RM,1596,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,526,462,0,988,1,0,2,1,TA,5,Typ,0,NA,BuiltIn,Unf,TA,TA,Y,120,101,0,0,0,0,NA,GdWo,NA,0,11,2009,WD,Normal,91000,11.418614785,6.8956826977,1,3,3,5,2,3,1,4,4,1,8,3,7,2,5,4,4,462,0,1,0,0,297,1,1973,0,462,21
77,20,RL,8475,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,FuseA,952,0,0,952,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2008,WD,Normal,135750,11.818570238,6.8585650348,2,3,3,4,2,1,1,4,4,1,8,5,6,2,2,4,4,228,0,0,0,724,283,1,1956,0,952,92
78,50,RM,8635,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,GasA,TA,Y,SBrkr,1072,213,0,1285,1,0,2,1,TA,6,Min1,0,NA,Detchd,Unf,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,1,2008,WD,Normal,127000,11.751942365,7.1585139973,2,3,3,4,2,4,1,4,4,1,7,3,5,7,2,4,4,336,41,1,0,295,240,1,1948,0,672,50
79,90,RL,10778,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,1768,0,0,1768,2,0,4,2,TA,8,Typ,0,NA,NA,NA,NA,NA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,136500,11.824079894,7.4776042432,2,3,3,4,1,1,1,1,1,1,8,3,2,2,2,4,4,0,0,0,0,1768,0,0,1968,0,1768,72
80,50,RM,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,682,548,0,1230,1,1,2,1,TA,5,Typ,0,NA,Detchd,Unf,TA,TA,Y,74,0,128,0,0,0,NA,MnPrv,NA,0,5,2009,WD,Normal,110000,11.608235645,7.1147694484,2,3,3,4,2,4,1,4,4,1,8,4,2,2,2,4,4,0,0,0,0,440,440,2,1966,0,440,60
81,60,RL,13000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,1182,960,0,2142,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,Fin,TA,TA,Y,0,72,0,0,252,0,NA,NA,NA,0,6,2009,WD,Normal,193500,12.173032791,7.669495251,2,3,4,5,4,1,1,4,4,5,8,3,4,2,2,4,5,448,0,0,0,448,509,1,1968,576,896,100
82,120,RM,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1337,0,0,1337,2,0,2,1,TA,5,Typ,0,NA,Attchd,Fin,TA,TA,Y,0,199,0,0,0,0,NA,NA,NA,0,3,2006,WD,Normal,153500,11.941455846,7.1981835771,2,3,3,6,4,1,1,4,4,1,8,5,7,2,2,5,5,1201,0,1,0,36,405,2,1998,443,1237,32
83,20,RL,10206,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1563,0,0,1563,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,TA,TA,Y,144,99,0,0,0,0,NA,NA,NA,0,10,2008,WD,Normal,245000,12.40901349,7.3543623304,3,3,4,5,3,1,1,4,4,5,8,5,7,2,2,4,4,33,0,0,0,1530,758,3,2007,468,1563,78
84,20,RL,8892,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,1065,0,0,1065,1,1,3,1,TA,6,Typ,0,NA,Detchd,Unf,TA,TA,Y,74,0,0,0,0,0,NA,NA,NA,0,7,2007,COD,Normal,126500,11.747997587,6.9707300781,2,3,3,4,2,1,1,4,4,1,8,4,2,2,2,4,4,0,0,0,0,1065,461,2,1974,66,1065,80
